x,y,OptNum,OptGrp
-98.9949493661167,70.7106781186548,S01,none
-98.9949493661167,42.4264068711929,S02,none
-70.7106781186548,70.7106781186548,S03,none
-70.7106781186548,42.4264068711929,S04,none
-70.7106781186548,14.142135623731,S05,none
-70.7106781186548,-14.142135623731,S06,none
-42.4264068711929,42.4264068711929,S07,none
-42.4264068711929,14.142135623731,S08,none
-42.4264068711929,-14.142135623731,S09,none
-14.142135623731,42.4264068711929,S10,none
-14.142135623731,14.142135623731,S11,none
-14.142135623731,-14.142135623731,S12,none
14.142135623731,42.4264068711929,S13,none
14.142135623731,14.142135623731,S14,none
14.142135623731,-14.142135623731,S15,none
42.4264068711929,42.4264068711929,S16,none
42.4264068711929,14.142135623731,S17,none
42.4264068711929,-14.142135623731,S18,none
70.7106781186548,70.7106781186548,S19,none
70.7106781186548,42.4264068711929,S20,none
70.7106781186548,14.142135623731,S21,none
70.7106781186548,-14.142135623731,S22,none
98.9949493661167,70.7106781186548,S23,none
98.9949493661167,42.4264068711929,S24,none
98.9949493661167,14.142135623731,S25,none
98.9949493661167,-14.142135623731,S26,none
127.279220613579,70.7106781186548,S27,none
127.279220613579,42.4264068711929,S28,none
127.279220613579,14.142135623731,S29,none
155.56349186104,70.7106781186548,S30,none
155.56349186104,42.4264068711929,S31,none
155.56349186104,14.142135623731,S32,none
-84.8528137423857,56.5685424949238,D01,none
-84.8528137423857,28.2842712474619,D02,none
-84.8528137423857,0,D03,none
-56.5685424949238,56.5685424949238,D04,none
-56.5685424949238,28.2842712474619,D05,none
-56.5685424949238,0,D06,none
-28.2842712474619,28.2842712474619,D07,none
-28.2842712474619,0,D08,none
-28.2842712474619,-28.2842712474619,D09,none
0,28.2842712474619,D10,none
0,0,D11,none
0,-28.2842712474619,D12,none
28.2842712474619,28.2842712474619,D13,none
28.2842712474619,0,D14,none
28.2842712474619,-28.2842712474619,D15,none
56.5685424949238,56.5685424949238,D16,none
56.5685424949238,28.2842712474619,D17,none
56.5685424949238,0,D18,none
56.5685424949238,-28.2842712474619,D19,none
84.8528137423857,56.5685424949238,D20,none
84.8528137423857,28.2842712474619,D21,none
84.8528137423857,0,D22,none
113.137084989848,56.5685424949238,D23,none
113.137084989848,28.2842712474619,D24,none
113.137084989848,0,D25,none
141.42135623731,56.5685424949238,D26,none
141.42135623731,28.2842712474619,D27,none
141.42135623731,0,D28,none
-98.9949493661167,78.7106781186548,D29,none
-98.9949493661167,50.4264068711929,D30,none
-70.7106781186548,78.7106781186548,D31,none
-70.7106781186548,50.4264068711929,D32,none
-70.7106781186548,22.142135623731,D33,none
-70.7106781186548,-6.14213562373095,D34,none
-42.4264068711929,50.4264068711929,D35,none
-42.4264068711929,22.142135623731,D36,none
-42.4264068711929,-6.14213562373095,D37,none
-14.142135623731,50.4264068711929,D38,none
-14.142135623731,22.142135623731,D39,none
-14.142135623731,-6.14213562373095,D40,none
14.142135623731,50.4264068711929,D41,none
14.142135623731,22.142135623731,D42,none
14.142135623731,-6.14213562373095,D43,none
42.4264068711929,50.4264068711929,D44,none
42.4264068711929,22.142135623731,D45,none
42.4264068711929,-6.14213562373095,D46,none
70.7106781186548,78.7106781186548,D47,none
70.7106781186548,50.4264068711929,D48,none
70.7106781186548,22.142135623731,D49,none
70.7106781186548,-6.14213562373095,D50,none
98.9949493661167,78.7106781186548,D51,none
98.9949493661167,50.4264068711929,D52,none
98.9949493661167,22.142135623731,D53,none
98.9949493661167,-6.14213562373095,D54,none
127.279220613579,78.7106781186548,D55,none
127.279220613579,50.4264068711929,D56,none
127.279220613579,22.142135623731,D57,none
155.56349186104,78.7106781186548,D58,none
155.56349186104,50.4264068711929,D59,none
155.56349186104,22.142135623731,D60,none
